model,feature_count,rmse,mae,poisson_deviance,spearman,pearson,mean_prediction,actual_mean,training_seconds,prediction_seconds,game_total_rmse,game_total_mae,game_total_spearman,winner_auc,winner_accuracy
V11_full,173,3.2224859483769217,2.5265682358578014,2.3777256381816456,0.1231277268016904,0.12382865279951172,4.525338727344113,4.447325102880659,0.047853500000201166,0.004444899968802929,4.569916239181541,3.625716957373472,0.10677580336180402,0.5619250325335794,0.5358024691358024
V11_2_compact,50,3.2226151056081127,2.5247014824933953,2.3777775689827894,0.12421857942103079,0.12282386950257934,4.516042679392662,4.447325102880659,0.018997700011823326,0.001520699996035546,4.570697090094105,3.622330925167346,0.10892270550539994,0.5631745130540347,0.5403292181069959
